token;ner
alattiak;O
száma;O
a;O
közmunkások;O
világában;O
.;O
;
Önök;O
ezzel;O
gyakorlatilag;O
legalizálták;O
a;O
gyerekmunkát;O
.;O
;
Hogy;O
fognak;O
ezek;O
az;O
emberek;O
adót;O
fizetni;O
és;O
megélni;O
?;O
;
De;O
ott;O
van;O
egy;O
másik;O
szám;O
:;O
30;O
ezer;O
.;O
;
Májusban;O
több;O
mint;O
30;O
ezer;O
gyerek;O
fog;O
egy;O
olyan;O
tantárgyból;O
érettségizni;O
,;O
amirõl;O
még;O
karácsonykor;O
se;O
tudták;O
,;O
hogy;O
pontosan;O
mi;O
a;O
követelménye;O
.;O
;
Hogy;O
tehetik;O
ezt;O
meg;O
ennyi;O
gyerekkel;O
?;O
!;O
;
Azok;O
sem;O
tudnak;O
normálisan;O
felkészülni;O
,;O
akik;O
tisztességesen;O
végigtanulták;O
az;O
elmúlt;O
05.ápr;O
évet;O
,;O
nagyon;O
rendesen;O
.;O
;
Nem;O
tehetnek;O
ilyet;O
ezekkel;O
a;O
gyerekekkel;O
!;O
;
Tudatosan;O
tettek;O
taccsra;O
és;O
tönkre;O
egy;O
egész;O
generációt;O
,;O
tudatos;O
cél;O
az;O
,;O
hogy;O
minél;O
kevesebben;O
tegyenek;O
sikeres;O
érettségit;O
és;O
jussanak;O
el;O
normális;O
szakmához;O
és;O
diplomához;O
.;O
;
Ez;O
az;O
önök;O
nyolc;O
évének;O
eredménye;O
.;O
;
De;O
kisvasútra;O
,;O
üveghídra;O
,;O
ûrközpontra;O
a;O
falu;O
szélére;O
?;O
arra;O
van;O
pénz;O
.;O
;
A;O
magyar;O
gyerekekre;O
pedig;O
semmilyen;O
forrást;O
nem;O
szánnak;O
,;O
vagy;O
alig;O
.;O
;
Amit;O
önök;O
egyébként;O
a;O
magyar;O
gyerekekkel;O
és;O
a;O
jövõ;O
generációival;O
csináltak;O
,;O
az;O
az;O
igazi;O
hazaárulás;O
,;O
a;O
nemzetünknek;O
az;O
az;O
igazi;O
elárulása;O
.;O
;
Köszönöm;O
szépen;O
.;O
;
(;O
Taps;O
az;O
MSZP;I-ORG
soraiban;O
.;O
);O
;
DR;O
.;O
;
LATORCAI;I-PER
JÁNOS;I-PER
(;O
KDNP;I-ORG
);O
:;O
Köszönöm;O
a;O
szót;O
.;O
;
Tisztelt;I-ORG
Elnök;I-ORG
Úr;I-ORG
!;I-ORG
;
Kedves;I-PER
Képviselõtársaim;I-PER
!;O
;
Tegnap;O
„;O
Visegrádtól;I-PER
Visegrádig;I-PER
	O;
címmel;O
kiállítás;O
nyílt;O
a;O
Képviselõi;I-ORG
Irodaház;I-ORG
aulájában;O
,;O
amely;O
ugyan;O
a;O
múlt;O
emlékeit;O
rögzíti;O
,;O
de;O
a;O
jövõnek;O
is;O
üzen;O
.;O
;
Ez;O
a;O
kiállítás;O
a;O
közép-európai;O
térség;O
történetének;O
hû;O
lenyomata;O
.;O
;
A;O
kiállított;O
plakátok;O
az;O
elsõ;O
visegrádi;O
királytalálkozótól;O
egészen;O
a;O
V4-ek;O
megalakulásáig;O
mutatják;O
be;O
a;O
térség;O
országainak;O
gazdasági;O
,;O
politikai;O
küzdelmeit;O
,;O
kulturális;O
sokszínûségét;O
.;O
;
Mindannyiunk;O
számára;O
tanulságos;O
látni;O
,;O
hogy;O
az;O
egyes;O
érintett;O
országokban;O
mennyire;O
hasonlóak;O
voltak;O
a;O
problémák;O
,;O
és;O
mennyire;O
összefonódott;O
a;O
tör­ténelmünk;O
.;O
;
Történeti;O
múltunk;O
ismerete;O
sokat;O
segíthet;O
abban;O
,;O
hogy;O
felülemelkedjünk;O
a;O
vélt;O
és;O
valós;O
sérel­meken;O
,;O
és;O
elejét;O
vegyük;O
annak;O
,;O
hogy;O
akár;O
keleti;O
,;O
akár;O
nyugati;O
nagypolitikai;O
érdekekbõl;O
egymás;O
ellen;O
kijátsszanak;O
bennünket;O
,;O
megosszanak;O
.;O
;
Közép-Euró­pa;O
földrajzi;O
értelemben;O
ténykérdés;O
,;O
politikai;O
értelemben;O
azonban;O
sokszor;O
eltüntették;O
a;O
térképekrõl;O
,;O
még;O
a;O
közgondolkodásból;O
is;O
kiirtották;O
.;O
;
A;O
nyolcvanas;O
évek;O
végére;O
a;O
térség;O
egymással;O
is;O
kapcsolatban;O
álló;O
rendszerváltó;O
mozgalmai;O
azonban;O
képesek;O
voltak;O
hosszú;O
évtizedek;O
után;O
újra;O
elhinni;O
,;O
elhitetni;O
,;O
hogy;O
itt;O
,;O
a;O
Kelet;I-ORG
és;O
a;O
Nyugat;I-LOC
határán;O
sajátos;O
kultúrával;O
,;O
közös;O
emlékezettel;O
és;O
nem;O
utolsósorban;O
közös;O
célokkal;O
rendelkezünk;O
.;O
;
Ez;O
a;O
felismerés;O
hívta;O
életre;O
1991.;O
február;O
15-én;O
a;O
visegrádi;O
négyeket;O
.;O
;
Az;O
akkor;O
kitûzött;O
célok;O
,;O
a;O
demokratikus;O
átalakulás;O
és;O
az;O
euroatlanti;O
integráció;O
mára;O
már;O
valósággá;O
váltak;O
,;O
a;O
közép-európai;O
térség;O
országainak;O
közös;O
gondolkodása;O
,;O
együttmûködése;O
a;O
hétköznapok;O
részévé;O
vált;O
.;O
;
A;O
visegrádi;O
csoport;O
mára;O
jelentõs;O
és;O
érzékelhetõ;O
elismerést;O
vívott;O
ki;O
magának;O
.;O
;
A;O
V4-tagországok;O
együttmûködése;O
konkrét;O
eredményeket;O
tud;O
felmutatni;O
a;O
politika;O
számos;O
területén;O
és;O
az;O
európai;O
uniós;O
érdekérvényesítésben;O
is;O
.;O
;
Ez;O
azért;O
rendkívül;O
fontos;O
,;O
mert;O
az;O
Európai;I-ORG
Unió;I-ORG
mára;O
minden;O
korábbinál;O
mélyebb;O
és;O
összetettebb;O
kihívásokkal;O
kényszerül;O
szembenézni;O
.;O
;
Ahogy;O
mondani;O
szokták;O
,;O
Európa;I-LOC
ma;O
sorsfordító;O
változások;O
elé;O
néz;O
.;O
;
Ahhoz;O
,;O
hogy;O
a;O
kihívások;O
közepette;O
újból;O
magára;O
találhasson;O
,;O
ismét;O
fel;O
kell;O
fedeznünk;O
közös;O
gyökereinket;O
,;O
azokat;O
a;O
kereszténységbõl;O
kisarjadó;O
értékeket;O
és;O
hagyományokat;O
,;O
amelyek;O
összekovácsoltak;O
és;O
megtartottak;O
bennünket;O
ezer;O
évig;O
.;O
;
Ebben;O
a;O
folyamatban;O
Közép-Európára;O
nagy;O
feladat;O
hárul;O
,;O
de;O
csak;O
akkor;O
leszünk;O
sikeresek;O
,;O
ha;O
képesek;O
vagyunk;O
közös;O
történelmünk;O
tanulságát;O
levonni;O
és;O
abból;O
jövõt;O
építeni;O
.;O
;
Éppen;O
ennek;O
hangsúlyozására;O
látogatott;O
tegnap;O
hazánkba;O
Maria;I-PER
Koc;I-PER
,;O
a;O
lengyel;O
szenátus;O
alelnök;O
asszonya;O
és;O
kísérete;O
,;O
jelezve;O
a;O
magyar-lengyel;O
kapcsolatok;O
töretlenségét;O
.;O
;
S;O
ebben;O
a;O
szellemiségben;O
került;O
sor;O
Piotrków;I-LOC
Trybunalskiban;I-LOC
a;O
hét;O
végén;O
a;O
lengyel-magyar;O
barátság;O
napja;O
ünnepségsorozatra;O
is;O
.;O
;
Tisztelt;O
Képviselõtársaim;O
!;O
;
Történelmi;O
ismereteink;O
szerint;O
Közép-Európa;O
az;O
1335-ös;O
elsõ;O
királytalálkozóval;O
jött;O
létre;O
.;O
;
Az;O
azt;O
követõ;O
néhány;O
év;O
újabb;O
találkozói;O
nemcsak;O
a;O
politikai;O
kapcsolatokat;O
formálták;O
szorosabbra;O
,;O
hanem;O
gazdasági;O
eredményeket;O
,;O
sikereket;O
is;O
hoztak;O
.;O
;
Az;O
akkor;O
létrehozott;O
vám;O
-;O
és;O
adókedvezmények;O
hatására;O
új;O
kereskedelmi;O
útvonalak;O
nyíltak;O
,;O
új;O
régióközpontok;O
alakultak;O
ki;O
,;O
biztosítva;O
a;O
térség;O
és;O
a;O
térséghez;O
tartozó;O
országok;O
polgárainak;O
fejlõdését;O
.;O
1412-ben;O
Luxemburgi;I-PER
Zsigmond;I-PER
és;O
Jagelló;I-LOC
Ulászló;I-LOC
között;O
egyezség;O
jött;O
létre;O
a;O
török;O
elõrenyomulás;O
megfékezésére;O
,;O
majd;O
jó;O
két;O
évszázaddal;O
késõbb;O
Sobieski;I-PER
János;I-PER
és;O
csapatai;O
ûzték;O
ki;O
hazánkból;O
a;O
törököt;O
.;O
;
Ez;O
akár;O
szimbóluma;O
is;O
lehetne;O
a;O
térségünk;O
politikai;O
és;O
nemzeti;O
függetlenségéért;O
vívott;O
harcának;O
.;O
;
Országaink;O
nemcsak;O
a;O
törökök;O
,;O
hanem;O
a;O
Habsburgok;I-ORG
,;O
az;O
oroszok;O
,;O
majd;O
a;O
szovjetek;O
ellen;O
is;O
egymást;O
segítve;O
küzdöttek;O
.;O
;
Bem;I-PER
és;O
Kossuth;I-PER
,;O
a;O
második;O
világháborús;O
lengyel;O
menekültek;O
befogadása;O
,;O
a;O
varsói;O
felkelést;O
támogató;O
szlovákok;O
és;O
magyarok;O
,;O
a;O
kommunistaellenes;O
varsói;O
,;O
poznañi;O
,;O
budapesti;O
és;O
prágai;O
események;O
,;O
az;O
azokkal;O
összefüggõ;O
szolidaritási;O
megmozdulások;O
egyértelmûen;O
jelzik;O
,;O
hogy;O
közös;O
cselekvéssel;O
példát;O
tudtunk;O
adni;O
egymásnak;O
,;O
és;O
példát;O
a;O
világnak;O
.;O
;
A;O
visegrádi;O
négyek;O
ma;O
is;O
ezen;O
az;O
úton;O
haladnak;O
,;O
de;O
eközben;O
soha;O
nem;O
szabad;O
Erhard;I-PER
Busek;I-PER
figyelmeztetését;O
szem;O
elõl;O
téveszteni;O
:;O
Közép-Európa;O
nem;O
valami;O
politikai;O
csodagyógyszer;O
,;O
hanem;O
elv;O
és;O
lehetõség;O
,;O
amit;O
kis;O
dolgokban;O
kell;O
megvalósítaniuk;O
az;O
egyes;O
polgároknak;O
,;O
amelybõl;O
nem;O
új;O
birodalom;O
,;O
hanem;O
új;O
jövõ;O
sarjad;O
.;O
;
Erre;O
tanít;O
,;O
erre;O
int;O
a;O
tegnap;O
megnyitott;O
kiállítás;O
is;O
.;O
;
Köszönöm;O
megtisztelõ;O
figyelmüket;O
.;O
;
(;O
Taps;O
a;O
kormánypártok;O
soraiban;O
.;O
);O
;
NÉMETH;I-PER
SZILÁRD;I-PER
ISTVÁN;I-PER
(;O
Fidesz;I-ORG
);O
:;O
Köszönöm;O
,;O
elnök;O
úr;O
.;O
;
Tisztelt;O
Országgyûlés;I-ORG
!;O
;
Idén;O
a;O
közép-lengyelországi;O
Piotrków;I-LOC
Trybunalskiban;I-LOC
ünnepeljük;O
a;O
11.;O
magyar-lengyel;O
barátságnapot;O
.;O
;
Lech;I-PER
Kaczyñski;I-PER
és;O
Sólyom;I-PER
László;I-PER
még;O
2006.;O
március;O
24-én;O
Gyõrben;I-LOC
avatták;O
föl;O
a;O
magyar-lengyel;O
barátság;O
emlékmûvét;O
.;O
;
A;O
két;O
,;O
gyökereivel;O
egymásba;O
kapaszkodó;O
tölgyfa;O
Stanis³aw;I-PER
Worcell;I-PER
,;O
Kossuth;I-PER
Lajos;I-PER
sorstársának;O
és;O
barátjának;O
örökbecsû;O
megállapítására;O
utal;O
:;O
„;O
Magyarország;I-LOC
és;O
Lengyelország;I-LOC
két;O
örökéletû;O
tölgy;O
,;O
melyek;O
külön;O
törzset;O
növesztettek;O
,;O
de;O
gyökereik;O
a;O
föld;O
alatt;O
messze;O
futnak;O
,;O
összekapcsolódtak;O
és;O
láthatatlanul;O
egybefonódtak;O
.;O
;
Ezért;O
egyiknek;O
léte;O
és;O
erõteljessége;O
a;O
másik;O
életének;O
és;O
egészségének;O
feltétele;O
.;O
	O;
;
Tisztelt;I-PER
Képviselõtársak;I-PER
!;O
;
Még;O
ott;O
,;O
az;O
avatás;O
napján;O
megszületett;O
a;O
gyõri;O
nyilatkozat;O
,;O
ami;O
alapján;O
a;O
Magyar;I-ORG
Országgyûlés;I-ORG
és;O
a;O
szejm;O
2007-tõl;O
a;O
sok;O
évszázados;O
közös;O
történelemre;O
,;O
a;O
két;O
nép;O
barátságára;O
és;O
együttmûködésére;O
tekintettel;O
március;O
23-át;O
a;O
magyar-lengyel;O
barátság;O
napjává;O
nyilvánította;O
.;O
;
Azóta;O
ezt;O
a;O
napot;O
évente;O
felváltva;O
ünnepeljük;O
a;O
két;O
országban;O
,;O
az;O
elnökökkel;O
,;O
a;O
testvérvárosokkal;O
és;O
a;O
baráti;O
társaságokkal;O
közösen;O
.;O
;
Tisztelt;O
Országgyûlés;I-ORG
!;O
;
A;O
magyar;O
és;O
lengyel;O
nemzet;O
életsorsának;O
,;O
földrajzi;O
helyzetének;O
és;O
sorsdöntõ;O
politikai;O
problémáinak;O
közössége;O
szükségszerûen;O
vezetett;O
a;O
két;O
nemzet;O
baráti;O
érintkezésére;O
,;O
történetük;O
analóg;O
kifejlõdésére;O
?;O
vetette;O
papírra;O
Hóman;I-PER
Bálint;I-PER
1936-ban;O
.;O
;
A;O
tudós;O
politikus;O
sorait;O
igazolja;O
,;O
hogy;O
a;O
szoros;O
magyar-lengyel;O
kapcsolatok;O
a;O
középkorra;O
nyúlnak;O
vissza;O
,;O
már;O
az;O
Árpádokat;O
és;O
a;O
Piastokat;I-ORG
is;O
dinasztikus;O
kapcsolatok;O
fûzték;O
össze;O
.;O
;
Példaként;O
elég;O
csak;O
megemlíteni;O
V.;I-PER
Boleszláv;I-PER
és;O
Szent;I-PER
Kinga;I-PER
házasságát;O
.;O
;
A;O
XIV;I-ORG
.;O
században;O
,;O
Nagy;I-PER
Lajos;I-PER
királyunk;O
idején;O
már;O
perszonálunió;O
fogta;O
össze;O
a;O
két;O
országot;O
,;O
és;O
akinek;O
kisebbik;O
leánya;O
,;O
Szent;I-PER
Hedvig;I-PER
pedig;O
Lengyelország;I-LOC
védõszentje;O
lett;O
.;O
;
A;O
lengyelek;O
ma;O
is;O
a;O
legnagyobb;O
uralkodóik;O
között;O
tartják;O
számon;O
Báthory;I-PER
István;I-PER
erdélyi;O
fejedelmet;O
,;O
aki;O
1575;O
és;O
1586;O
között;O
ült;O
a;O
lengyel;O
trónon;O
.;O
;
II;O
.;O
;
Rákóczi;I-PER
Ferenc;I-PER
pedig;O
lengyel;O
földrõl;O
indította;O
szabadságharcát;O
.;O
;
A;O
magyarok;O
Bem;I-PER
apója;O
,;O
az;O
1848-49-es;O
szabadságharc;O
és;O
forradalom;O
kiemelkedõ;O
tábornoka;O
is;O
lengyel;O
szabadsághõs;O
volt;O
.;O
;
Petõfi;O
napját;O
hosszú;O
évek;O
óta;O
lengyel;O
testvéreinkkel;O
együtt;O
ünnepeljük;O
.;O
;
„;O
Szívbõl;O
üdvözlöm;O
Lengyelországból;I-LOC
érkezett;O
barátainkat;O
.;O
;
Fontos;O
,;O
hogy;O
mint;O
';O
48-ban;O
,;O
ma;O
is;O
itt;O
vannak;O
velünk;O
.;O
;
	O;
?;O
mondta;O
Orbán;I-PER
Viktor;I-PER
miniszterelnök;O
néhány;O
napja;O
a;O
Nemzeti;I-ORG
Múzeum;I-ORG
elõtt;O
.;O
;
1920-ban;O
,;O
a;O
trianoni;O
gyalázat;O
után;O
két;O
hónappal;O
,;O
Magyarország;I-LOC
a;O
csepeli;O
Weiss;I-ORG
Manfréd;I-ORG
Mûvekben;I-ORG
gyártott;O
,;O
22;O
millió;O
lövedéket;O
tartalmazó;O
szállítmánnyal;O
segítette;O
a;O
lengyeleket;O
Lenin;I-ORG
vörös;O
hadseregével;O
szemben;O
,;O
és;O
amikor;O
a;O
II;I-ORG
.;O
világháborúban;O
Hitler;I-PER
megszállta;O
Lengyelországot;I-LOC
,;O
Magyarország;I-LOC
lengyel;O
menekültek;O
ezreinek;O
adott;O
otthont;O
.;O
;
Ez;O
utóbbiakra;O
emlékezve;O
állítottunk;O
közös;O
emléket;O
idõsebb;O
Antall;I-PER
Józsefnek;I-PER
és;O
Henryk;I-PER
S³awiknak;I-PER
.;O
;
Az;O
1956-os;O
lengyelországi;O
poznañi;O
felkelés;O
,;O
a;O
lengyelek;O
szabadságküzdelme;O
lett;O
a;O
példája;O
a;O
magyar;O
forradalomnak;O
.;O
;
A;O
kommunisták;O
által;O
meggyilkolt;O
két;O
fiatal;O
,;O
Romek;I-PER
Strza³kowski;I-PER
és;O
Mansfeld;I-PER
Péter;I-PER
a;O
kor;O
közös;O
mártírjává;O
váltak;O
.;O
;
Andrzej;I-PER
Duda;I-PER
lengyel;O
elnök;O
pedig;O
kiemelte;O
:;O
a;O
lengyelek;O
a;O
forradalom;O
kitörése;O
után;O
azonnal;O
elkezdtek;O
vért;O
gyûjteni;O
a;O
magyaroknak;O
,;O
és;O
ma;O
is;O
nagyon;O
büszkék;O
arra;O
,;O
hogy;O
az;O
';O
56-os;O
hõsök;O
unokáinak;O
ereiben;O
szimbolikus;O
módon;O
lengyel;O
vér;O
is;O
csörgedezik;O
.;O
;
Ez;O
megpecsételi;O
a;O
két;O
nép;O
barátságát;O
.;O
;
A;O
rendszerváltozás;O
idején;O
a;O
Szolidaritás;O
mozgalom;O
,;O
Karol;I-PER
Wojtyla;I-PER
és;O
Jerzy;I-PER
Popieluszko;I-PER
atyák;O
szolgáltak;O
példaképül;O
a;O
magyar;O
ellenzéki;O
erõknek;O
.;O
;
Tisztelt;O
Országgyûlés;I-ORG
!;O
;
Donald;I-PER
Tusk;I-PER
európai;O
tanácsi;O
elnökké;O
való;O
megválasztását;O
a;O
lengyel;O
köztársasági;O
elnöki;O
hivatalban;O
így;O
értékelték;O
:;O
„;O
Lengyelország;I-LOC
és;O
Magyarország;I-LOC
között;O
a;O
napi;O
politika;O
szintjén;O
néha;O
nézetkülönbségek;O
merülnek;O
fel;O
,;O
mindazonáltal;O
a;O
hosszú;O
távú;O
együttmûködésben;O
a;O
két;O
ország;O
szoros;O
baráti;O
viszonyt;O
ápol;O
,;O
Európában;I-LOC
igenis;O
közös;O
érdekek;O
fûzik;O
egymáshoz;O
.;O
	O;
;
Orbán;I-PER
Viktor;I-PER
errõl;O
így;O
fogalmazott;O
:;O
„;O
Magyarország;I-LOC
számára;O
ez;O
a;O
döntés;O
Európáról;I-LOC
szólt;O
,;O
Európa;I-LOC
mûködõképességérõl;O
,;O
és;O
nem;O
egyik;O
vagy;O
másik;O
tagállamról;O
.;O
;
Ez;O
a;O
mostani;O
döntés;O
nem;O
befolyásolja;O
a;O
lengyel-magyar;O
szövetséget;O
,;O
továbbra;O
is;O
szilárdan;O
állunk;O
Lengyelország;I-LOC
mellett;O
minden;O
olyan;O
ügyben;O
,;O
amely;O
méltánytalan;O
támadásokat;O
jelent;O
Lengyelország;I-LOC
ellenében;O
.;O
;
A;O
mostani;O
személyi;O
döntéstõl;O
függetlenül;O
Lengyelország;I-LOC
mindig;O
számíthat;O
Magyarország;I-LOC
szolidaritására;O
.;O
;
A;O
lengyelek;O
iránti;O
megbecsülésünk;O
és;O
Kaczyñski;I-PER
elnök;O
úr;O
iránti;O
baráti;O
érzelmeink;O
változatlanok;O
.;O
	O;
;
Tisztelt;I-PER
Képviselõtársak;I-PER
!;O
;
A;O
két;O
tölgyfa;O
gyökerei;O
továbbra;O
is;O
egybenõve;O
táplálják;O
a;O
két;O
nép;O
ezeréves;O
testvéri;O
közösségét;O
,;O
és;O
védik;O
a;O
két;O
nemzet;O
életerejét;O
.;O
;
Köszönöm;O
,;O
hogy;O
meghallgattak;O
.;O
;
(;O
Taps;O
a;O
kormánypárti;O
padsorokban;O
.;O
);O
;O
